,Company,Rating,Review Count,Position,Experience,Salary,Location,Skills,Link
136,KPRO Solutions, , ,Analytics & Data Science,9-14 Yrs,Not disclosed,Bengaluru,"Publishing,Web technologies,SAS,data science,SPSS,Web content,Analytics,SQL",https://www.naukri.com/job-listings-analytics-data-science-kpro-solutions-bengaluru-bangalore-9-to-14-years-051219501763?src=jobsearchDesk&sid=16259965177053440&xp=17&px=8
137,Spectral Consultants,5.0,(2 Reviews),Asst.Director -Data Science,6-11 Yrs,Not disclosed,"Noida, Gurgaon/Gurugram, Bangalore/Bengaluru","software architecture,Assistant Director,data science,Data modeling,Machine learning,Software development life cycle,Data structures,Troubleshooting",https://www.naukri.com/job-listings-asst-director-data-science-spectral-consultants-bengaluru-bangalore-gurgaon-noida-6-to-11-years-040221501676?src=jobsearchDesk&sid=16259965177053440&xp=18&px=8
138,Gojek Tech, , ,Head of Data Science,8-12 Yrs,Not disclosed,Bengaluru,"Computer science,data science,Strategic partnerships,Analytical,Formulation,Machine learning,Business case,Logistics",https://www.naukri.com/job-listings-head-of-data-science-gojek-tech-bengaluru-bangalore-8-to-12-years-031219500664?src=jobsearchDesk&sid=16259965177053440&xp=19&px=8
139,Talpro, , ,Data Sciences Engineer - Big Data,2-5 Yrs,Not disclosed,"Bangalore/Bengaluru, Delhi / NCR","IT Skills,Big Data,Data Sciences Engineer,Data Management",https://www.naukri.com/job-listings-data-sciences-engineer-big-data-talpro-bangalore-bengaluru-delhi-ncr-2-to-5-years-010721903713?src=jobsearchDesk&sid=16259965177053440&xp=20&px=8
140,Spectral Consultants,5.0,(2 Reviews),Asst.Director -Data Science,6-11 Yrs,Not disclosed,"Noida, Gurgaon/Gurugram, Bangalore/Bengaluru","software architecture,Assistant Director,data science,Data modeling,Machine learning,Software development life cycle,Data structures,Troubleshooting",https://www.naukri.com/job-listings-asst-director-data-science-spectral-consultants-bengaluru-bangalore-gurgaon-noida-6-to-11-years-040221501676?src=jobsearchDesk&sid=16259965496557352&xp=1&px=9
141,Gojek Tech, , ,Head of Data Science,8-12 Yrs,Not disclosed,Bengaluru,"Computer science,data science,Strategic partnerships,Analytical,Formulation,Machine learning,Business case,Logistics",https://www.naukri.com/job-listings-head-of-data-science-gojek-tech-bengaluru-bangalore-8-to-12-years-031219500664?src=jobsearchDesk&sid=16259965496557352&xp=2&px=9
142,Talpro, , ,Data Sciences Engineer - Big Data,2-5 Yrs,Not disclosed,"Bangalore/Bengaluru, Delhi / NCR","IT Skills,Big Data,Data Sciences Engineer,Data Management",https://www.naukri.com/job-listings-data-sciences-engineer-big-data-talpro-bangalore-bengaluru-delhi-ncr-2-to-5-years-010721903713?src=jobsearchDesk&sid=16259965496557352&xp=3&px=9
143,Catalyst, , ,Data Science Product Manager - Artificial Intelligence,4-9 Yrs,Not disclosed,Bangalore/Bengaluru,"IT Skills,Python,Data Science,Machine Learning,Artificial Intelligence,Big Data,Tensorflow,R",https://www.naukri.com/job-listings-data-science-product-manager-artificial-intelligence-catalyst-bangalore-bengaluru-4-to-9-years-141020903442?src=jobsearchDesk&sid=16259965496557352&xp=4&px=9
144,NELSON CONSULTANTS   , , ,"Data Science Search Ads Architecture-JAVA ,C ++, Python |8+ Exp
",8-10 Yrs,Not disclosed,Bangalore/Bengaluru,"intent analysis,JAVA,C ++,estimation,Python,IT Skills,ranking engine-analysis,C++",https://www.naukri.com/job-listings-data-science-search-ads-architecture-java-c-python-8-exp-nelson-consultants-bangalore-bengaluru-8-to-10-years-300621003507?src=jobsearchDesk&sid=16259965496557352&xp=5&px=9
145,Datazymes,3.5,(2 Reviews),Data Analyst - Life science/Pharma (SAS/R/SQL/Tableau/BI),3-6 Yrs,Not disclosed,Bangalore/Bengaluru,"Computer science,data science,Pharma,Consulting,SAS R,Life sciences,Information management,Business intelligence",https://www.naukri.com/job-listings-data-analyst-life-science-pharma-sas-r-sql-tableau-bi-datazymes-bangalore-bengaluru-3-to-6-years-020621500459?src=jobsearchDesk&sid=16259965496557352&xp=6&px=9
146,Executive Selection India, , ,Senior Engineering Manager - Data Science - Python/Spark/NLP,7-12 Yrs,Not disclosed,Bangalore/Bengaluru,"IT Skills,Java,Python,Data Science,Big Data,AWS,NLP,Engineering Management",https://www.naukri.com/job-listings-senior-engineering-manager-data-science-python-spark-nlp-executive-selection-india-bangalore-bengaluru-7-to-12-years-020621907628?src=jobsearchDesk&sid=16259965496557352&xp=7&px=9
147,CHANGE LEADERS CONSULTING, , ,Sr. Associate - Data Science,2-4 Yrs,Not disclosed,Bangalore/Bengaluru,"Machine Learning,Python,SQL,Predictive Modeling,Pyspark,R,Hive,Hadoop",https://www.naukri.com/job-listings-sr-associate-data-science-change-leaders-consulting-bangalore-bengaluru-2-to-4-years-210621608209?src=jobsearchDesk&sid=16259965496557352&xp=8&px=9
148,DataTrained,4.4,(15 Reviews),Data Science Intern,0-2 Yrs,Not disclosed,"Noida, Bengaluru","IT Skills,Python,Machine Learning,Big Data,Tableau,Computer science,Computer vision,Intern",https://www.naukri.com/job-listings-data-science-intern-datatrained-noida-bengaluru-bangalore-0-to-2-years-211220501187?src=jobsearchDesk&sid=16259965496557352&xp=9&px=9
149,GAMA India, , ,Data Science Engineer - BFSI,3-7 Yrs,Not disclosed,Bangalore/Bengaluru,"Data Science,Data Scientist,Big Data,Machine Learning,Statistics,Python",https://www.naukri.com/job-listings-data-science-engineer-bfsi-gama-india-bangalore-bengaluru-3-to-7-years-240621906452?src=jobsearchDesk&sid=16259965496557352&xp=10&px=9
150,Beiing.in, , ,Head of Data Science - Machine Learning - R/Python/Tensorflow,8-13 Yrs,Not disclosed,Bangalore/Bengaluru,"Data Science,Tensorflow,Regression Algorithms,R,NLP,Elasticsearch,Pandas,Data Modeling",https://www.naukri.com/job-listings-head-of-data-science-machine-learning-r-python-tensorflow-beiing-in-bangalore-bengaluru-8-to-13-years-270121903281?src=jobsearchDesk&sid=16259965496557352&xp=11&px=9
151,Savantys Solutions, , ,Data Science Manager - Machine Learning/Artificial Intelligence,8-13 Yrs,Not disclosed,"Hyderabad/Secunderabad, Bangalore/Bengaluru","Machine Learning,Power BI,JS stack,Tableau,Artificial Intelligence,Python,IT Skills,Data Science",https://www.naukri.com/job-listings-data-science-manager-machine-learning-artificial-intelligence-savantys-solutions-hyderabad-secunderabad-bangalore-bengaluru-8-to-13-years-170621906439?src=jobsearchDesk&sid=16259965496557352&xp=12&px=9
152,TalPro, , ,Head of Data Science,10-20 Yrs,Not disclosed,"Mumbai, Bangalore/Bengaluru","Data Science,Predictive Modeling,Upsell,NLP,Sales,Segmentation,Artificial Intelligence,Data Modeling",https://www.naukri.com/job-listings-head-of-data-science-talpro-mumbai-bangalore-bengaluru-10-to-20-years-130521600336?src=jobsearchDesk&sid=16259965496557352&xp=13&px=9
153,Serving Skill, , ,Associate Manager - Internal Audit - Data Science/big Data/rpa,8-10 Yrs,Not disclosed,Bangalore/Bengaluru,"Data Science,Business Intelligence,RPA,R,RPA Tools,Power BI,Automation Anywhere,Big Data",https://www.naukri.com/job-listings-associate-manager-internal-audit-data-science-big-data-rpa-serving-skill-bangalore-bengaluru-8-to-10-years-281119911164?src=jobsearchDesk&sid=16259965496557352&xp=14&px=9
154,Talent Connect, , ,Data Science Product Manager,4-9 Yrs,Not disclosed,"Bangalore/Bengaluru, KA","Machine Learning,Deep Learning and Artificial Intelligence,Statistics",https://www.naukri.com/job-listings-data-science-product-manager-talent-connect-bangalore-bengaluru-ka-4-to-9-years-280720904586?src=jobsearchDesk&sid=16259965496557352&xp=15&px=9
155,Catalyst, , ,Data Science Product Manager,4-9 Yrs,Not disclosed,Bangalore/Bengaluru,"Tensorflow,NoSQL,Resnet,Deep Learning,Kubernetes,agile,Machine Learning,Python",https://www.naukri.com/job-listings-data-science-product-manager-catalyst-bangalore-bengaluru-4-to-9-years-260220902545?src=jobsearchDesk&sid=16259965496557352&xp=16&px=9
156,UnicornHead Online Ventures India Pvt. Ltd.  , , ,Data Science Manager,7-12 Yrs,"30,00,000 - 40,00,000 PA.",Bangalore/Bengaluru,"Data Science,NLP,Python,Predictive Modeling,Pattern Recognition,Excel Powerpoint,Data Mining,Tableau",https://www.naukri.com/job-listings-data-science-manager-unicornhead-online-ventures-india-pvt-ltd-bangalore-bengaluru-7-to-12-years-250521605727?src=jobsearchDesk&sid=16259965496557352&xp=17&px=9
157,UnicornHead Online Ventures India Pvt. Ltd.  , , ,Data Science Manager,7-12 Yrs,"30,00,000 - 40,00,000 PA.",Bangalore/Bengaluru,"Data Science,NLP,Python,Predictive Modeling,Pattern Recognition,Excel Powerpoint,Data Mining,Tableau",https://www.naukri.com/job-listings-data-science-manager-unicornhead-online-ventures-india-pvt-ltd-bangalore-bengaluru-7-to-12-years-250521005725?src=jobsearchDesk&sid=16259965496557352&xp=18&px=9
158,Catalyst, , ,Data Science Product Manager Artificial Intelligence/ Machine Learning,4-9 Yrs,Not disclosed,Bangalore/Bengaluru,"Docker,Deep Learning,SQL,Machine Learning,Resnet,VGG,Python,NoSQL",https://www.naukri.com/job-listings-data-science-product-manager-artificial-intelligence-machine-learning-catalyst-bangalore-bengaluru-4-to-9-years-250320903035?src=jobsearchDesk&sid=16259965496557352&xp=19&px=9
159,Dreamz Consultants, , ,Data Science - Manager,10-15 Yrs,Not disclosed,"Noida, Bangalore/Bengaluru","IT Skills,Python,Software Development,Data Science,Machine Learning,Azure,NLP,Power BI",https://www.naukri.com/job-listings-data-science-manager-dreamz-consultants-noida-bangalore-bengaluru-10-to-15-years-220621600465?src=jobsearchDesk&sid=16259965496557352&xp=20&px=9
160,Bion, , ,Data Science Product Manager,4-9 Yrs,Not disclosed,Bangalore/Bengaluru,"Docker,Deep Learning,SQL,Machine Learning,Resnet,VGG,Python,NoSQL",https://www.naukri.com/job-listings-data-science-product-manager-bion-bangalore-bengaluru-4-to-9-years-040320901933?src=jobsearchDesk&sid=16259965874368554&xp=1&px=10
161,Imbibe Consultancy Services Pvt Ltd , , ,Data science Engineer,4-8 Yrs,Not disclosed,"Hyderabad/Secunderabad, Gurgaon/Gurugram, Chennai, Bangalore/Bengaluru","Data Mining,Web Services,Python,R,SLQ,IT Skills,Scala,Data Structures",https://www.naukri.com/job-listings-data-science-engineer-imbibe-consultancy-services-pvt-ltd-hyderabad-secunderabad-gurgaon-gurugram-chennai-bangalore-bengaluru-4-to-8-years-300621002886?src=jobsearchDesk&sid=16259965874368554&xp=2&px=10
162,Dell International Services India  Private Limited,4.0,(1770 Reviews),Network Design & Data Analyst,0-2 Yrs,Not disclosed,Bangalore/Bengaluru,"JMP,Six Sigma,SAS,Lean,SQL,Project Management,IT Skills,Data Science",https://www.naukri.com/job-listings-network-design-data-analyst-dell-international-services-india-private-limited-bangalore-bengaluru-0-to-2-years-050721905359?src=jobsearchDesk&sid=16259965874368554&xp=3&px=10
163,TRIAD SQUARE INFOSEC PVT LTD  , , ,DATA Science LEAD,5-8 Yrs,Not disclosed,Bangalore/Bengaluru,"Data Engineering,NoSQL,SSIS,AWS,SSRS,Python,IT Skills",https://www.naukri.com/job-listings-data-science-lead-triad-square-infosec-pvt-ltd-bangalore-bengaluru-5-to-8-years-060721003096?src=jobsearchDesk&sid=16259965874368554&xp=4&px=10
164,Contactx Resource Management Pvt. Ltd.,4.1,(20 Reviews),"Data Engineer-Azure Data Lake - SQL (healthcare, Life Science)",5-10 Yrs,"15,00,000 - 19,00,000 PA.",Bangalore/Bengaluru,"object - oriented programming,oral communication,Data modelling,ETL Design,Data ware,SQL,RDBMS,customer service",https://www.naukri.com/job-listings-data-engineer-azure-data-lake-sql-healthcare-life-science-contactx-resource-management-pvt-ltd-bangalore-bengaluru-5-to-10-years-170521006546?src=jobsearchDesk&sid=16259965874368554&xp=5&px=10
165,GAMA India, , ,Data Science Engineer - BFSI,3-7 Yrs,Not disclosed,Bangalore/Bengaluru,"Data Science,Data Scientist,Big Data,Machine Learning,Statistics,Python",https://www.naukri.com/job-listings-data-science-engineer-bfsi-gama-india-bangalore-bengaluru-3-to-7-years-240621906452?src=jobsearchDesk&sid=16259965874368554&xp=6&px=10
166,Inflexion Analytix Private Limited, , ,Data Scientist / Data Analyst -Business Analyst,0-3 Yrs,"3,50,000 - 4,50,000 PA.","Hyderabad/Secunderabad, Chennai, Bangalore/Bengaluru","IT Skills,Python,Data Science,Machine Learning,Artificial Intelligence,Cloud,Business Intelligence,Power Bi",https://www.naukri.com/job-listings-data-scientist-data-analyst-business-analyst-inflexion-analytix-private-limited-hyderabad-secunderabad-chennai-bangalore-bengaluru-0-to-3-years-020721003625?src=jobsearchDesk&sid=16259965874368554&xp=7&px=10
167,Headhunter Placement Consultants , , ,Head Artificial Intelligence (AI) & Data Science,8-12 Yrs,"50,00,000 - 70,00,000 PA.",Bangalore/Bengaluru,"AI Syatems,Artificial Intelligence & Syatems,Machine Learning,IT Skills,Deep learning",https://www.naukri.com/job-listings-head-artificial-intelligence-ai-data-science-headhunter-placement-consultants-bangalore-bengaluru-8-to-12-years-070721002615?src=jobsearchDesk&sid=16259965874368554&xp=8&px=10
168,Beiing.in, , ,Head of Data Science - Machine Learning - R/Python/Tensorflow,8-13 Yrs,Not disclosed,Bangalore/Bengaluru,"Data Science,Tensorflow,Regression Algorithms,R,NLP,Elasticsearch,Pandas,Data Modeling",https://www.naukri.com/job-listings-head-of-data-science-machine-learning-r-python-tensorflow-beiing-in-bangalore-bengaluru-8-to-13-years-270121903281?src=jobsearchDesk&sid=16259965874368554&xp=9&px=10
169,TalPro, , ,Head of Data Science,10-20 Yrs,Not disclosed,"Mumbai, Bangalore/Bengaluru","Data Science,Predictive Modeling,Upsell,NLP,Sales,Segmentation,Artificial Intelligence,Data Modeling",https://www.naukri.com/job-listings-head-of-data-science-talpro-mumbai-bangalore-bengaluru-10-to-20-years-130521000335?src=jobsearchDesk&sid=16259965874368554&xp=10&px=10
170,QuickXpert Infotech, , ,Data Science Trainee,0-5 Yrs,Not disclosed,"Kolkata, Thane, Hyderabad/Secunderabad, Pune, Chennai, Ahmedabad, Delhi / NCR, Bangalore/Bengaluru, Mumbai (All Areas)","python,IT Skills,Data Science,oracle,Oracle Developer,ai,python developer,python programmer",https://www.naukri.com/job-listings-data-science-trainee-quickxpert-infotech-kolkata-thane-hyderabad-secunderabad-pune-chennai-ahmedabad-delhi-ncr-bangalore-bengaluru-mumbai-all-areas-0-to-5-years-230920005213?src=jobsearchDesk&sid=16259965874368554&xp=11&px=10
171,TATA INDUSTRIES LIMITED-TATA INSIGHTS AND QUANTS DIVISON,2.8,(14 Reviews),Data Science Optimization,3-6 Yrs,Not disclosed,"Mumbai, Jamshedpur, Bengaluru","Simulation,Aviation,Formulation,Scheduling,HTML,HTTP,Information management,Information technology",https://www.naukri.com/job-listings-data-science-optimization-tata-industries-limited-tata-insights-and-quants-divison-mumbai-jamshedpur-bengaluru-bangalore-3-to-6-years-261219501458?src=jobsearchDesk&sid=16259965874368554&xp=12&px=10
172,ExecBoardinAsia, , ,Head of Data Science,11-15 Yrs,Not disclosed,Bengaluru,"Client satisfaction,Head Business Development,data science,Machine learning,Presales,Recruitment",https://www.naukri.com/job-listings-head-of-data-science-execboardinasia-bengaluru-bangalore-11-to-15-years-190221500276?src=jobsearchDesk&sid=16259965874368554&xp=13&px=10
173,Radial HR Solutions  , , ,Sr.Data Science,5-8 Yrs,"6,00,000 - 16,00,000 PA.","United States (USA), Bangalore/Bengaluru","Flask,Python,AWS Cloud,IT Skills,Data Science,Cloud,AWS,ML Model",https://www.naukri.com/job-listings-sr-data-science-radial-hr-solutions-bangalore-bengaluru-united-states-usa-5-to-8-years-230621000659?src=jobsearchDesk&sid=16259965874368554&xp=14&px=10
174,Flipkart Internet Private Limited,4.2,(3378 Reviews),Senior Data Scientist,5-10 Yrs,Not disclosed,Bangalore/Bengaluru,"Data Science,R,SVM,Clustering,Machine Learning,Statistical Analysis,Statistics,Deep Learning",https://www.naukri.com/job-listings-senior-data-scientist-flipkart-internet-private-limited-bangalore-bengaluru-5-to-10-years-090721908235?src=jobsearchDesk&sid=16259965874368554&xp=15&px=10
175,Jobs Territory  , , ,Data Sciences Engineer - Big Data,2-5 Yrs,Not disclosed,"Bangalore/Bengaluru, Delhi / NCR","IT Skills,Big Data,Data Sciences Engineer,DBA,Data Management",https://www.naukri.com/job-listings-data-sciences-engineer-big-data-jobs-territory-bangalore-bengaluru-delhi-ncr-2-to-5-years-120621004118?src=jobsearchDesk&sid=16259965874368554&xp=16&px=10
176,ORMAE (Operations Research Machine learning & Analytics Experts LLP),4.8,(3 Reviews),Senior Data Scientist,5-10 Yrs,Not disclosed,Bangalore/Bengaluru,"D3 js,Spark,MongoDB,Tableau,Tensorflow,predictive analytics,machine learning,data analysis",https://www.naukri.com/job-listings-senior-data-scientist-ormae-operations-research-machine-learning-analytics-experts-llp-bangalore-bengaluru-5-to-10-years-070721500357?src=jobsearchDesk&sid=16259965874368554&xp=17&px=10
177,Coherence Soft Technologies Consulting Pvt Ltd , , ,Manager -Data Science– Immediate Joiners,8-12 Yrs,Not disclosed,"Kolkata, Pune, Bangalore/Bengaluru","Analytics,Sales,IT Skills,Data Science,Machine Learning,Predictive Modeling,r python,R/Python",https://www.naukri.com/job-listings-manager-data-science-immediate-joiners-coherence-soft-technologies-consulting-pvt-ltd-kolkata-pune-bangalore-bengaluru-8-to-12-years-190521001942?src=jobsearchDesk&sid=16259965874368554&xp=18&px=10
178,Coherence Soft Technologies Consulting Pvt Ltd , , ,DATA Science Managers – Immediate Joiners,8-12 Yrs,Not disclosed,"Pune, Gurgaon/Gurugram, Bangalore/Bengaluru","Analytics,Sales,IT Skills,Data Science,Machine Learning,Predictive Modeling,r python,R/Python",https://www.naukri.com/job-listings-data-science-managers-immediate-joiners-coherence-soft-technologies-consulting-pvt-ltd-pune-gurgaon-gurugram-bangalore-bengaluru-8-to-12-years-190521001898?src=jobsearchDesk&sid=16259965874368554&xp=19&px=10
179,Wipro Limited,3.8,(12729 Reviews),Data Scientist,5-10 Yrs,Not disclosed,"Hyderabad/Secunderabad, Bangalore/Bengaluru, Pune","Big Data,Machine Learning,Python,Data Science,R,Logistic Regression,Data Wrangling,Hadoop",https://www.naukri.com/job-listings-data-scientist-wipro-limited-hyderabad-secunderabad-bangalore-bengaluru-pune-5-to-10-years-280621014912?src=jobsearchDesk&sid=16259965874368554&xp=20&px=10
180,Jobs Territory  , , ,Data Sciences Engineer - Big Data,2-5 Yrs,Not disclosed,"Bangalore/Bengaluru, Delhi / NCR","IT Skills,Big Data,Data Sciences Engineer,DBA,Data Management",https://www.naukri.com/job-listings-data-sciences-engineer-big-data-jobs-territory-bangalore-bengaluru-delhi-ncr-2-to-5-years-120621004118?src=jobsearchDesk&sid=16259966039202764&xp=1&px=11
181,ORMAE (Operations Research Machine learning & Analytics Experts LLP),4.8,(3 Reviews),Senior Data Scientist,5-10 Yrs,Not disclosed,Bangalore/Bengaluru,"D3 js,Spark,MongoDB,Tableau,Tensorflow,predictive analytics,machine learning,data analysis",https://www.naukri.com/job-listings-senior-data-scientist-ormae-operations-research-machine-learning-analytics-experts-llp-bangalore-bengaluru-5-to-10-years-070721500357?src=jobsearchDesk&sid=16259966039202764&xp=2&px=11
182,NELSON CONSULTANTS   , , ,"Data Science Search Ads Architecture-JAVA ,C ++, Python |8+ Exp
",8-10 Yrs,Not disclosed,Bangalore/Bengaluru,"intent analysis,JAVA,C ++,estimation,Python,IT Skills,ranking engine-analysis,C++",https://www.naukri.com/job-listings-data-science-search-ads-architecture-java-c-python-8-exp-nelson-consultants-bangalore-bengaluru-8-to-10-years-300621003507?src=jobsearchDesk&sid=16259966039202764&xp=3&px=11
183,Coherence Soft Technologies Consulting Pvt Ltd , , ,Manager -Data Science– Immediate Joiners,8-12 Yrs,Not disclosed,"Kolkata, Pune, Bangalore/Bengaluru","Analytics,Sales,IT Skills,Data Science,Machine Learning,Predictive Modeling,r python,R/Python",https://www.naukri.com/job-listings-manager-data-science-immediate-joiners-coherence-soft-technologies-consulting-pvt-ltd-kolkata-pune-bangalore-bengaluru-8-to-12-years-190521001942?src=jobsearchDesk&sid=16259966039202764&xp=4&px=11
184,Coherence Soft Technologies Consulting Pvt Ltd , , ,DATA Science Managers – Immediate Joiners,8-12 Yrs,Not disclosed,"Pune, Gurgaon/Gurugram, Bangalore/Bengaluru","Analytics,Sales,IT Skills,Data Science,Machine Learning,Predictive Modeling,r python,R/Python",https://www.naukri.com/job-listings-data-science-managers-immediate-joiners-coherence-soft-technologies-consulting-pvt-ltd-pune-gurgaon-gurugram-bangalore-bengaluru-8-to-12-years-190521001898?src=jobsearchDesk&sid=16259966039202764&xp=5&px=11
185,Wipro Limited,3.8,(12729 Reviews),Data Scientist,5-10 Yrs,Not disclosed,"Hyderabad/Secunderabad, Bangalore/Bengaluru, Pune","Big Data,Machine Learning,Python,Data Science,R,Logistic Regression,Data Wrangling,Hadoop",https://www.naukri.com/job-listings-data-scientist-wipro-limited-hyderabad-secunderabad-bangalore-bengaluru-pune-5-to-10-years-280621014912?src=jobsearchDesk&sid=16259966039202764&xp=6&px=11
186,IBM India Pvt. Limited,4.0,(9963 Reviews),Data Scientist: Advanced Analytics,5-10 Yrs,Not disclosed,Bangalore/Bengaluru,"Training,advanced analytics,Interpersonal skills,data science,Circuit designing,Consulting,Machine learning,Open source",https://www.naukri.com/job-listings-data-scientist-advanced-analytics-ibm-india-pvt-limited-bangalore-bengaluru-5-to-10-years-090721906161?src=jobsearchDesk&sid=16259966039202764&xp=7&px=11
187,Oracle India Pvt. Ltd.,3.7,(1919 Reviews),Data Scientist,5-9 Yrs,"12,00,000 - 22,00,000 PA.","Noida, Bangalore/Bengaluru","Data Science,Big Data,Machine Learning,IT Skills,Python,Product Management,Oracle,NLP",https://www.naukri.com/job-listings-data-scientist-oracle-india-pvt-ltd-noida-bangalore-bengaluru-5-to-9-years-010621004567?src=jobsearchDesk&sid=16259966039202764&xp=8&px=11
188,GSR Business Services Private Limited.,4.7,(13 Reviews),Data Analyst(Immediate) - GSR Buz Services - Bangalore,3-7 Yrs,"5,00,000 - 15,00,000 PA.",Bangalore/Bengaluru,"bigdata,Power Bi,Big Data,pyspark,Version Control,SQL,cloud,Data Science",https://www.naukri.com/job-listings-data-analyst-immediate-gsr-buz-services-bangalore-gsr-business-services-private-limited-bangalore-bengaluru-3-to-7-years-260621003548?src=jobsearchDesk&sid=16259966039202764&xp=9&px=11
189,Dell International Services India  Private Limited,4.0,(1770 Reviews),Data Scientist Senior Advisor,12-16 Yrs,Not disclosed,Bangalore/Bengaluru,"Spark,verbal,Pig,Agile,written communication,Kafka,R,NOSQL",https://www.naukri.com/job-listings-data-scientist-senior-advisor-dell-international-services-india-private-limited-bangalore-bengaluru-12-to-16-years-040721901196?src=jobsearchDesk&sid=16259966039202764&xp=10&px=11
190,Applied Materials,4.0,(99 Reviews),Data Scientist,5-10 Yrs,Not disclosed,Bangalore/Bengaluru,"Data Science,Java,R,Business Intelligence Reporting,Business Analytics,SQL Server,Tableau,Spark",https://www.naukri.com/job-listings-data-scientist-applied-materials-india-private-limited-bangalore-bengaluru-5-to-10-years-090721902434?src=jobsearchDesk&sid=16259966039202764&xp=11&px=11
191,Scaleorg,5.0,(2 Reviews),Data Scientist,3-8 Yrs,Not disclosed,"Chennai, Bangalore/Bengaluru","Statistical analysis,data science,Coding,Analytical,Machine learning,Social networking,Data collection,Data Analyst",https://www.naukri.com/job-listings-data-scientist-scaleorg-chennai-bangalore-bengaluru-3-to-8-years-060721500049?src=jobsearchDesk&sid=16259966039202764&xp=12&px=11
192,Radial HR Solutions  , , ,Sr.Data Science,5-8 Yrs,"6,00,000 - 16,00,000 PA.","United States (USA), Bangalore/Bengaluru","Flask,Python,AWS Cloud,IT Skills,Data Science,Cloud,AWS,ML Model",https://www.naukri.com/job-listings-sr-data-science-radial-hr-solutions-bangalore-bengaluru-united-states-usa-5-to-8-years-230621000659?src=jobsearchDesk&sid=16259966039202764&xp=13&px=11
193,Professional Consultants , , ,Data Analyst/Data Engineer/Data Scientist/ML Expert,3-8 Yrs,"15,00,000 - 30,00,000 PA.","Pune, Chennai, Bangalore/Bengaluru","Big Data Analytics,Power Bi,Business Analytics,Data Mining,Tableau,Machine Learning,SQL,Data Science",https://www.naukri.com/job-listings-data-analyst-data-engineer-data-scientist-ml-expert-professional-consultants-pune-chennai-bangalore-bengaluru-3-to-8-years-280621012121?src=jobsearchDesk&sid=16259966039202764&xp=14&px=11
194,inVentiv International Pharma Services Pvt. Ltd.,4.2,(28 Reviews),Senior Data Scientist,3-6 Yrs,Not disclosed,"Hyderabad/Secunderabad, Gurgaon/Gurugram, Bangalore/Bengaluru","Data Science,Power Bi,Data Visualization,Spark,R Shiny,Machine Learning,Python,SQL",https://www.naukri.com/job-listings-senior-data-scientist-inventiv-international-pharma-services-pvt-ltd-hyderabad-secunderabad-gurgaon-gurugram-bangalore-bengaluru-3-to-6-years-090721000064?src=jobsearchDesk&sid=16259966039202764&xp=15&px=11
195,IBM India Pvt. Limited,4.0,(9963 Reviews),Data Scientist,3-6 Yrs,Not disclosed,Bangalore/Bengaluru,"IT Skills,Java,Python,Software Development,Testing,Data Science,Machine Learning,Computer science",https://www.naukri.com/job-listings-data-scientist-ibm-india-pvt-limited-bangalore-bengaluru-3-to-6-years-080721906014?src=jobsearchDesk&sid=16259966039202764&xp=16&px=11
196,24/7 Customer,3.6,(1209 Reviews),Senior Data Scientist,5-10 Yrs,Not disclosed,Bangalore/Bengaluru,"Computer science,data science,Artificial Intelligence,Machine learning,Linguistics,Natural language processing,New product development,Customer experience",https://www.naukri.com/job-listings-senior-data-scientist-24-7-customer-private-ltd-bangalore-bengaluru-5-to-10-years-280621501037?src=jobsearchDesk&sid=16259966039202764&xp=17&px=11
197,Dell International Services IndiaPrivate Limited, , ,Software Principal Engineer(Data Analyst),5-7 Yrs,Not disclosed,Bangalore/Bengaluru,"communication,Scala,Pandas,Learning,data science,TensorFlow,Pytorch,Tableau",https://www.naukri.com/job-listings-software-principal-engineer-data-analyst-dell-international-services-indiaprivate-limited-bangalore-bengaluru-5-to-7-years-240621907504?src=jobsearchDesk&sid=16259966039202764&xp=18&px=11
198,zBliss Technologies, , ,Data Scientist Intern,0-2 Yrs,Not disclosed,"Chennai, Bengaluru","Data analysis,Data management,data science,Intern,Coding,Project management,Machine learning,Healthcare",https://www.naukri.com/job-listings-data-scientist-intern-zbliss-technologies-chennai-bengaluru-bangalore-0-to-2-years-270620500219?src=jobsearchDesk&sid=16259966039202764&xp=19&px=11
199,zMed Healthcare Technologies, , ,Data Scientist Intern,0-2 Yrs,Not disclosed,"Chennai, Bangalore/Bengaluru","Data analysis,Data management,data science,Intern,Coding,Project management,Machine learning,Healthcare",https://www.naukri.com/job-listings-data-scientist-intern-zmed-healthcare-technologies-chennai-bangalore-bengaluru-0-to-2-years-230321500668?src=jobsearchDesk&sid=16259966039202764&xp=20&px=11
200,zBliss Technologies, , ,Data Scientist Intern,0-1 Yrs,Not disclosed,"Chennai, Bengaluru","IT Skills,Python,Data Science,Project Management,BPO,project management,Data analysis,Data management",https://www.naukri.com/job-listings-data-scientist-intern-zbliss-technologies-chennai-bengaluru-bangalore-0-to-1-years-200221500564?src=jobsearchDesk&sid=16259966628886693&xp=1&px=12
201,Cigna TTK,4.0,(134 Reviews),Data Science Analyst,3-5 Yrs,Not disclosed,Bangalore/Bengaluru,"SAS,IVR,Analytical,Healthcare,Predictive modeling,Adobe,Econometrics,Financial services",https://www.naukri.com/job-listings-data-science-analyst-cigna-ttk-health-insurance-company-limited-bangalore-bengaluru-3-to-5-years-110521500322?src=jobsearchDesk&sid=16259966628886693&xp=2&px=12
